date,heading,article_content,sentiment,score
2018-02-12 18:27:00+00:00,,"
            Athletes will have 
 in Pyeongchang, but it’s the whipping wind that has hampered races in recent days and raised concerns over competitors’ safety. 
    

            Temperatures in South Korea are registering around -11˚C (12˚F). 
    

            When combined with wind chill, however, the mercury plummets dramatically to -26˚C (-14˚F) degrees. 
    

            While it’s not uncommon for Alpine sports to face high winds and excessive snow, the extreme conditions in Pyeongchang have made staging events increasingly challenging.
    

            Officials have called-off several competitions including the women’s giant slalom which was due to take place Monday at the Yongpyong Alpine Center. 
    

            The weather could become “a real problem for the organizers because this is forecast to last for at least the next four days,” CNN’s Christina Macfarlane reported from the Games. 
    

            The women’s giant slalom has been rescheduled for Thursday, according to the US Ski and Snowboard Team – the same day as the postponed men’s downhill race, which was delayed on Sunday.
    

            Olympic downhill is traditionally one of the Games’ biggest draws and this year’s competition is likely the last chance for Olympic veterans like Aksel Lund Svindal and Lindsey Vonn to win gold. 
    

            Ninety-eight-percent of the snow on the course is artificial as the weather is too cold for the snow to fall. But some athletes will prefer “fake snow” on the course as it keeps the conditions more consistent.
    
It's pretty windy in Pyeongchang. Just ask 
.
 
 

            One race that did proceed on Monday was the final of the ladies’ snowboard slopestyle. Bone-chilling gusts of wind tore through the mountains as American snowboarder Jamie Anderson managed to successfully retain the title, while Laurie Blouin from Canada won silver and Finland’s Enni Rukajarvi took home bronze. 
    

            Even after a delayed start, windy conditions at Phoenix Snow Park had a noticeable and sometime farcical effect on many of the competitors, with most failing to complete a single clean run after being blown off course by intense crosswinds.
    
At the snowboard slopestyle, where six of the first seven have crashed, and one didn't even attempt a jump. Strong winds playing havoc.

            
 
    

            Sung Baik-you, spokesman for the local organizing committee said Monday that the winds had been very strong, making the competition difficult but that the safety of the athletes was their top priority leading to some events being rescheduled. 
    

            The International Ski Federation also issued a statement on Monday in response to athletes, coaches and fans who complained about the strong winds which made conditions “dangerous” and made it tough for some athletes to perform at their best. 
    

            FIS said it “would never stage a competition” if the safety of athletes could not be assured. 
    

            The organization added the weather was deemed stable enough for the competition to continue after a 30-minute delay where officials monitored conditions and a 45-minute training session without problems. 
    

            However, some competitors have come to the IOC’s defense, praising organizers for their handling of the events. 
    

            After qualification for the snowboard ladies’ halfpipe final at the Phoenix Snow Park on Monday, American Chloe Kim described the conditions as “amazing” while Emily Arthur from Australia called the atmosphere “insane.”
    

            “This is the best pipe I’ve ever ridden,” Arthur said.  
    

            On Sunday, Australian snowboarder Tess Coady lamented the conditions many are facing after suffering a serious injury during a practice session. 
    

            “Well Olympics came to a screeching holt today for me… got picked up in the wind on the bottom jump in practice and my acl was not a big fan! Thanks for all the lovin everyone…brb,” she 
. 
    

  CNN’s Vasco Cotovio contributed this report from Hong Kong, Jill Martin in Atlanta while Christina Macfarlane, Chris Eldergill and Aleks Klosok reported from Pyeongchang.
",NEGATIVE,2.0933756828308105
2023-07-06 19:03:00+00:00,,"
            A child has been killed after a car crashed into an elementary school in southwest London, injuring six other children and two adults, London’s Metropolitan Police said in a statement.
    

            Police also said that the driver of the vehicle, a woman in her 40s, has been “arrested on suspicion of causing death by dangerous driving.” 
    

            The incident at the The Study Preparatory School in Wimbledon is not being treated as terror-related.
    

            The Mayor of London, Sadiq Khan, called the serious collision “absolutely devastating.” In a tweet, Khan said his “heart goes out to everyone affected” and urged people to avoid the area to allow emergency services free access.
    

            “An investigation is underway to understand the full circumstances and I continue to stay in close contact with the Met and other emergency services,” Khan said.
    

            Police were called at 9:54 a.m. local time to reports that a car collided with a building at the primary school in Camp Road, the force said in a statement. The institution is a fee-paying girls’ school for pupils aged 4-11.
    

            The school said it was “profoundly shocked by the tragic accident” that took place and was “devastated that it has claimed the life of one of our young pupils as well as injuring several others.” 
    

            “Now that a police investigation is underway we will not be making any further public statement for the time being and would ask that the privacy of our school community is respected at this deeply upsetting time,” The Study Preparatory School 
. 
    

            The prestigious Wimbledon tennis tournament began in the neighborhood on Monday, and the championships posted a statement on their official Twitter page following the incident.
    

            “On behalf of everyone at Wimbledon, we wish to convey our heartfelt condolences to all those affected by the tragic events at Wimbledon Study Preparatory School.
    

             “Our thoughts are with them, their families, the school and the wider community at this deeply distressing time.”
    

            The Member of Parliament for Wimbledon, Stephen Hammond, also said that he was “deeply saddened at the tragic news” in a statement sent to CNN. “My thoughts are with the girl’s family and friends,” Hammond added. 
    

  CNN’s Sana Noor Haq contributed reporting.
",NEGATIVE,1.41136634349823
2014-06-21 20:18:00+00:00,,"
  How are you celebrating the World Cup? Join the global conversation on 


FIFA says World Cup has produced record performances for broadcasters
Opening game between Brazil and Croatia watched by 43 million on host network
Japanese channel doubled its best sports numbers this year for Ivory Coast game

            The 2014 World Cup in Brazil has shown the growing global interest in football, according to early broadcast figures released by the game’s governing body FIFA . 
    

            The first round of group matches have shattered TV viewing records worldwide and highlighted an increase in the amount of people watching football in countries that aren’t known for their ardent fanaticism. 
    

            Fans in countries such as the United States and Australia have tuned in in their millions to watch their national teams play in one of the biggest sporting events of the world. 
    

            FIFA said the
 brought in 11.1 million viewers on ESPN, a record high for its coverage of World Cup matches. 
    

            The 
 had 42.9 million people watching on Brazilian network TV Globo, FIFA said, making it the most watched sporting event of the year. 
    

            
 was seen by 14.2 million on BBC1 in the UK and 12.8 million on RAI 1, the highest TV audiences in both countries in 2014.
    

            Some 26.4 million in Germany watched 
on the ARD channel, which FIFA said was the country’s biggest 2014 TV sports audience.
    

            Japan’s defeat by the Ivory Coast was seen by 34.1 million on Japanese channel NHK – double that of its next biggest sports broadcast this year.
    

      
      

      

    

      
      

      

    

            Other viewing highs were achieved in Argentina, France, the Netherlands, Croatia and the French-speaking part of Belgium.
    

            “These record-breaking figures show just how popular football and the FIFA World Cup are across the world, from Japan to Argentina,” FIFA TV director Niclas Ericson said.
    

            “We are seeing highly encouraging growth in interest in markets such as the United States and Australia.”
    

            FIFA said it had spent $150 million on broadcasting the 2010 World Cup in South Africa and was again investing significant amounts in the Brazil event.
    

            It said it agreed licensing agreements with over 700 media broadcasters, ranging from television to radio and the internet.
    

            “The FIFA broadcast production of all World Cup matches makes this competition truly global and accessible for fans all over the world,” Ericson said. 
    

            “It therefore plays a crucial role in supporting FIFA’s core mission to develop football everywhere, and for all.”
    

            

    

            

    ",POSITIVE,3.402578830718994
2022-02-02 01:57:00+00:00,,"
            Spring has sprung early in parts of the UK this year, and while British people are celebrating the unseasonal warm weather, there’s actually cause for concern. 
    

            
 is making plants across the British Isles flower, on average, a month earlier than they used to, 
. And that might set off a chain of events that could 
 and potentially cause entire species to collapse.
    

            If 
 continue to rise at their current rate, spring could eventually start in February on a regular basis, according to the study, published in the Proceedings of the Royal Society B.
    

            “The results are truly alarming,” said Professor Ulf Büntgen, lead author of the study, from the University of Cambridge’s Department of Geography. 
    

            “When plants flower too early, it is expected to have detrimental consequences for wildlife, agriculture and gardeners.”
    

            During winter, plants are able to protect themselves from frost because they put themselves in a dormant “winter sleep” mode, Büntgen told CNN. 
    

            However, an early spring brings forward the “vegetation period,” the phase when plants begin to grow. If a frost occurs during this time, the plants will suffer, and some may die.
    

            Fruit trees are particularly at risk of a late frost, which could bring serious consequences for fruit farmers, who stand to lose entire crop yields.
    

            While the study speaks to a long-term trend, other parts of the world have reported recent early flowering seasons. Last March, 
 recorded its 
. In 2019, a heat wave in the United States caused 
 to bloom earlier than usual, because they are susceptible to temperature changes. While people enjoyed the early blooms, the overenthusiastic flowers made it harder for farmers to plant other crops in those areas.
    

            Another cause for concern is something researchers call “ecological mismatch.” 
    

            Plants, insects, birds and other wildlife have evolved over time to coordinate the way they develop. A change to this cycle can initiate a chain reaction, causing damage to ecosystems.
    

            “A certain plant flowers and attracts a particular type of insect, which attracts a particular type of bird, and so on,” Büntgen said. 
    

            “But if one component responds faster than the others, there’s a risk that they’ll be out of sync, which can cause species to collapse and lead to biodiversity loss if they can’t adapt quickly enough.”
    

      
      

      

    

            The study is based on the analysis of more than 400,000 observations of over 400 plant species dating back to the mid-18th century until 2019. The database relies on citizen reporting, or crowd sourcing. 
    

            Researchers looked at the first flowering dates of trees, shrubs, herbs and climbers in locations from the Channel Islands to Shetland in Scotland and Northern Ireland, and classified their findings by location, elevation and whether they were from urban or rural areas.
    

            The first flowering dates were compared with monthly climate records, which showed that the average first flowering had advanced by an entire month and is strongly linked to rising global temperatures.
    

            This data is stored by the Woodland Trust in what’s known as 
, a database with 3.5 million entries that date back to the 1730s.
    

            Rather than breaking the data down to look at individual species, which can become “too noisy” and inconclusive, the study focused on a bigger sample size to ensure the data is robust, Büntgen said. 
    

            “To really understand what climate change is doing to our world, we need these much larger datasets that look at whole ecosystems over a long period of time.”
    

            He added that Nature’s Calendar was a rich data source with high scientific value. 
    

            “Alongside temperature records, we can use it to quantify how climate change is affecting various ecosystems across the UK.”
    ",NEGATIVE,2.045048952102661
2017-06-16 10:04:00+00:00,,"Blimp crashes near to US Open course
Rickie Fowler early leader with seven-under 65

            The blimp fell out of the sky and burst into flames as the world’s best golfers competed in the first round of the 117th US Open Championship in Wisconsin. 
    

            Spectators and players at Erin Hills watched as the airship collapsed and sank to the ground not far from the course at about 11:15 a.m. CDT on a sunny, breezy Thursday.  
    
Update: USGA releases statement, says blimp that crashed is unaffiliated with the 
 - 
 (🎥: 
) 

            The Washington County Sheriff’s Office said in a 
 the pilot – the sole occupant – had been taken to hospital with “serious burns and injuries.”
    

            No-one else was injured in the incident.
    

            “The initial investigation reveals the blimp may have experienced mechanical problems prior to the crash,” added the statement, saying earlier checks with the Federal Aviation Authority had deemed the aircraft  was “lawfully operating at the proper altitude.”
    

            The blimp, which was not affiliated to the tournament or its broadcasters, was operated by AirSign, a national aerial advertising firm.
    
.
 went low in Round 1 of the U.S. Open.
Really low. 

            “Our thoughts and prayers are with the pilot at this time,” said tournament organizer the United States Golf Association (USGA) in a statement. 
    

            US Open competitor Jamie Lovemark said he was about to drive on the fifth hole when he saw the blimp in trouble.
    

            ” I was teeing off and I looked up and saw it on fire, and I felt sick to my stomach,” he told reporters. “I had the shakes. I felt terrible for the people inside. It was horrible.”
    

            AirSign later 
: “Thanks to everyone for your concerns, the blimp pilot is being taken to the hospital but is expected to be OK. No details on cause of crash.”
    

            The Erin Hills course – at 7,741 yards the longest in US Open history – was expected to prove a severe test, but world No. 9 Rickie Fowler scorched into the first-round lead with a stunning seven-under 65.
    

            The 28-year-old, who is still chasing a first major title, ended the day one shot clear of England’s Paul Casey and American qualifier Xander Schauffelle and two ahead of Americans Brian Harman and Brooks Koepka and Englishman Tommy Fleetwood.
    

            “It was nice. You don’t get many rounds at the US Open that are stress-free,” said Fowler, who won the last of his four PGA Tour titles at the Honda Classic in February.
    

            Defending champion Dustin Johnson, whose fiancee Paulina Gretzky gave birth to the couple’s second child – named River Jones Johnson – Monday, found it more of a struggle and finished with a three-over 75.
    

      
      

      

    

            The world No. 1, who 
 to win his first major in the US Open at Oakmont last year, 
 after falling down stairs in his rental house on the eve of the tournament.
    

            “I’m a little frustrated that I shot three over,” Johnson told reporters. “I didn’t play that bad. I just didn’t putt very good.”
    

            The last player to win back-to-back US Opens was Curtis Strange in 1989.
    

            World No. 2 Rory McIlroy visited parts of Erin Hills he would rather not have in a six-over 78 and was left to rue comments he made in the build-up when he dismissed criticism of the course’s long rough. 
    

            Several players posted videos on social media mocking the waist-high grass along several holes, but McIlroy, back after five weeks out with a rib injury, said the fairways were ample, adding “if we can’t hit within that avenue, you might as well pack your bags and go home.” 
    

      
      

      

    

            Masters champion Sergio Garcia signed for a two-under 70, while Justin Rose, the man he beat in a playoff at Augusta, three-putted the last for a 72.
    

            Jordan Spieth, the 2015 Masters and US Open champion, carded a one-over 73, while former world No. 1 Jason Day took 79.
    

            Five-time major champion Phil Mickelson pulled out on the morning of the event 

    

            The 46-year-old left-hander, who would have flown over from California if the start had been delayed by bad weather, has been runner-up in the US Open a record six times and needs the title to become only the sixth ever player to win all four of golf’s four major tournaments.
    

            

    

            

    

            

    

            Erin Hills, located 35 miles northwest of Milwaukee in the Kettle Moraine region, was first opened in 2006 and is hosting its first US Open in something of a gamble for the USGA.
    
The rough really is thick at Erin Hills 😂 
(🎥: 
) 

            The body was under pressure to host a successful tournament following the farcical final round last year when Johnson was eventually penalised for moving his ball on a green, and for the poor condition of the Chambers Bay course the year before.
    

            After Kevin Na and Lee Westwood, among others, highlighted the length of the rough, groundstaff subsequently cut the grass on four holes, but the USGA said the decision was “based on weather” and not player feedback.
    

            The previous longest course for a US Open was the 7,695 yards of Chambers Bay during the second round in 2015.  
    

            

    

            The USGA accepted 9,485 entries, the fifth-highest total in US Open history, for the first stage of qualifying, whittled down a to a championship field of 156. The record of 10,127 entries was set in 2014. 
    ",NEGATIVE,3.096506357192993
2015-06-26 15:57:00+00:00,,"
            FIFA President Sepp Blatter will not stand for re-election later this year, a spokesperson for football’s world governing body told CNN on Friday. 
    

            There has been speculation the 79-year-old may try to hang on to the most powerful role in world football after Friday’s edition of Swiss newspaper Blick quoted Blatter as saying “I have not resigned.”
    

            On June 2, just four days after his re-election, Blatter announced he would “lay down” his mandate as a corruption scandal engulfed FIFA. 
    

            Asked by CNN whether the Swiss administrator would be a candidate when new presidential elections are held, the FIFA spokesperson replied: “No – he will not be.” 
    

            Blatter, who has been in power since 1998, caused confusion when speaking at an event for the workers who will build a FIFA museum in Zurich. He said he was not ready to be part of any antiquarian collection himself. 
    

            “I have not resigned. I have put my mandate in the hands of an Extraordinary Congress,” Blatter was 
 by Blick. 
    

            “Don’t get me wrong. I’m not ready for the museum nor for waxworks!” 
    

            The address was greeted with cheering and applause according to Blick, whose quotes were described as accurate by FIFA. 
    

            However, the FIFA spokesperson said Blatter was simply trying to point out that he had not stopped working as president following his resignation announcement – and would not do so until he is replaced at the Extraordinary Congress, which is expected to be held in December but could be as late as March 2016. 
    

      
      

      

    

      
      

      

    

            The Executive Committee will meet on July 20 to determine the exact date for the congress. 
    

            Blatter has history when it comes to making U-turns.
    

            In March 2011, he told a UEFA Congress ahead of that year’s FIFA presidential elections that if he was re-elected, “these will be the last years for which I stand as a candidate.”
    

            This did not happen however, as Blatter stood again this year – and won his fifth term in office. 
    

            His resignation days later came amid the biggest scandal in FIFA’s 111-year history. 
    

            Last month, the United States indicted 14 people, including nine top FIFA officials, on corruption charges. 
    

            A Swiss probe is also investigating potential irregularities in the bidding process to host the 2018 and 2022 World Cups, which Russia and Qatar will respectively host. 
    

            Earlier this month, Domenico Scala – the official overseeing the new FIFA presidential elections – said Blatter’s departure was an “indispensable” part of planned reforms for the embattled organization. 
    

            

    

            

    

            

    ",NEGATIVE,0.34226784110069275
2018-11-13 05:03:00+00:00,,"
            UK Prime Minister Theresa May declared Brexit negotiations were “in the endgame” Monday night, but warned that clinching a deal was “immensely difficult.”
    

            Addressing leaders of London’s financial district, where anxiety is mounting about the economic impact of a no-deal Brexit, May said that an agreement would not come “at any cost.”
    

            “Any deal must ensure we take back control of our laws, borders and money,” she said. “It must secure the ability to strike new trade deals around the world.”
    

      
      

      

    

            Michel Barnier, the chief European Union negotiator, earlier that day told European ministers negotiations had run into the early hours of Monday morning.
    

            Talks were so intense and protracted that Barnier canceled a planned press conference Monday so he could continue thrashing out a deal, a European diplomat told CNN.
    

            A key sticking point is the Irish border. 
    

            Currently, the UK and Ireland are both part of the EU single market, so goods passing between the two regions do not need customs inspections.
    

            Both sides want to avoid a “hard border” between Northern Ireland and Ireland which would require 
 and customs checks, but cannot agree on the terms.
    

            If no agreement is made, a backstop will come into effect in 2020 which will effectively see Northern Ireland remain in the EU customs union.
    

            Both EU and British officials declined to comment on reports that European Council President Donald Tusk had given May a deadline of Wednesday night to agree a deal.
    

            Once Barnier indicates that sufficient progress has been made towards a deal, it will take 10 days to two weeks to call a summit to approve it, the officials said.
    

            May has been scrambling to finalize a deal by the end of November in order to put a “meaningful final vote” before MPs ahead of Christmas. 
    

            Time is ticking. The UK is scheduled to leave the EU on March 29, 2019.
    

            Earlier this week, Jo Johnson resigned as transport minister and called for a second referendum on Brexit.
    

            “We are barreling towards an incoherent Brexit that is going to leave us trapped in a subordinate relationship to the EU, with no say over the rules that will govern huge swathes of our economy,”Johnson said in a video statement posted online. 
    

            After nearly 18 months of grueling negotiations, May is widely reported to be nearing a deal that would tie Britain to EU rules and regulations for a transition period. 
    

            The prime minister has flatly rejected calls for a second Brexit vote. “The referendum in 2016 was the biggest democratic exercise in this country’s history,” her spokesperson told CNN. “We will not under any circumstances have a second referendum.”
    

  CNN’s Laura Smith-Spark and Rob North contributed to this report.
",NEGATIVE,2.982569932937622
2017-06-06 11:10:00+00:00,,"
            In sport, the margins between victory and defeat are often wafer thin.
    

            Likewise the financial consequences of winning and losing — with millions of dollars now at stake — especially in football, can help redefine teams’ strategy for years to come.
    

            Which is going to have consequences for the professional footballer of the future.
    

            While many people’s perception of footballers is that they have a couple of hours of daily training slotted into a lifestyle of perks and temptations, the reality is that the sport has become an all-encompassing profession.
    

            

    

            

    

            

    

            So all-encompassing that off-field activities are closely monitored as much as the action on the pitch
    

            And in future, according to Italian football club 
 to be successful professional footballers will lead lives that are likely to be even more demanding.
    

            From the moment they wake up to the time when they go to bed they’ll be consumed with thinking about what is needed to perform to their optimum.
    

            Norman has put together for CNN Sport a schedule for a day in the life of a player in the future. Welcome to the world of the 24/7 athlete.
    

            “So you get this point where they intersect, which is kind of your sweet spot.”  
    

            

    

            

    

            Roma has just hired Ramon Rodriguez, aka “Monchi,” as its sporting director and the club has secured a fourth consecutive top three Serie A finish.
    ",POSITIVE,0.4575406610965729
2016-05-13 10:30:00+00:00,,"Zlatan Ibrahimovic announces exit from Paris Saint-Germain
Swedish striker declares: ""I came like a king, left like a legend.""
The 34-year-old is out of contract in the summer

            “I came like a king, left like a legend.”
    

            It is the most Zlatan Ibrahimovic way possible of putting yourself on the transfer market.
    

            The Swedish striker’s tweet, announcing that Saturday’s match against Nantes will be his last for Paris Saint-Germain, leaves people in no doubt as to his intentions, or his view on the legacy he leaves in France.
    

            The 34-year-old has won four straight Ligue 1 titles with the French club and seven cup competitions, but success in the European Champions League has eluded him – PSG failing to make it past the quarterfinals in the last three seasons.
    
My last game tomorrow at Parc des Princes. I came like a king, left like a legend 

            His departure was later confirmed on the club’s official website in a statement that also revealed he would return in a “managerial capacity” once his playing career had ended.
    

            “I am very proud of the last four years,” he said. “I loved every day I spent here. Paris Saint-Germain has become a star club in the world and I played a key role moving it forward. 
    

            “It is now the right time for me to take a different path. I would like to thank my teammates, the technical staff and all the people in the club. My heart is with the fans. They were amazing from the first day I came here. They are the best fans in France. 
    

            “It is not a farewell but only an au revoir. I came like a king, I leave like a legend but I will be back.” 
    

            Ibrahimovic will not be short of suitors.
    

            He has been linked with a move to the English Premier League with Manchester United, Los Angeles Galaxy in MLS and a return to Italian giants AC Milan, where he spent two seasons between 2010 and 2012.
    

            A return of 46 goals in 49 matches for PSG this season still proves he can cut it at the top level, while his 36 league goals propelled it to a fourth consecutive crown.
    

            The mercurial forward is always good for a soundbite, constantly referring to himself in the third person. When once asked by reporters what he’d be getting his girlfriend for her birthday he replied: “Nothing. She has Zlatan.”
    
 👊 

            After criticism from Norwegian striker John Carew, Ibrahimovic famously retorted: “What Carew can do with a football, I can do with an orange.”
    

            Nasser Al-Khelaifi, President and CEO of Paris Saint-Germain, heaped praise on Ibrahimovic: “In just four years Zlatan has greatly contributed to the history and notoriety of Paris Saint-Germain as well as promoting French football worldwide. 
    

            “Ibra is truly a great man on and off the pitch. With his incredible talent and charisma, he has conquered the heart of the people of Paris and far beyond. All the trophies he won with the club, the records he broke and his amazing goals will stay forever in our memories.
    

            “I am extremely proud of having welcomed Ibra in Paris and I’m now looking forward to the prospect of working with him again at the club when he finishes his career. He will always be home at Paris Saint-Germain.”
    

            

    ",POSITIVE,2.7065975666046143
2023-04-13 18:55:00+00:00,,"
            
 will not feature in the 
 squad for the team’s weekend game against Hoffenheim as a result of “misconduct” following Bayern’s 
 on Tuesday, according to a team statement.
    

            BILD and Sky Germany both reported that Mané, 31, and teammate Leroy Sané argued in the dressing room after the loss, with the Senegalese forward striking Sané in the face. 
    

            CNN reached out to Bayern to confirm the reports but did not receive a response. Neither player has publicly commented on the incident.
    

            Mané, a Champions League winner with Liverpool in 2019 and two-time African Footballer of the Year, joined Bayern from the Merseyside club in June 2022.
    

            Bayern currently sit atop the Bundesliga, German football’s top division, with a two-point lead over Borussia Dortmund in second. 
    

            Its match against Hoffenheim takes place on Saturday, while the second leg of the Champions League tie against Manchester City takes place in Munich next Wednesday.
    ",NEGATIVE,2.3475136756896973
2012-04-22 21:09:00+00:00,,"Manchester United held 4-4 by Everton at Old Trafford
Manchester City win 2-0 at Wolves who are relegated
City cut the gap at the top of EPL on United to three points 
Juventus open three-point lead over Milan in Serie A

            Manchester United’s lead over neighbors Manchester City in the English Premier League was cut to just three points after being held to a 4-4 draw by Everton Sunday.
    

            City later beat Wolves 2-0 to send the Black Country club down and boost their chances of a first English top-flight title in 44 years.
    

            United led 3-1 and were 4-2 ahead at Old Trafford with seven minutes of regulation play remaining with Everton mounting an astonishing comeback.
    

            The two leaders face each other at City’s Etihad Stadium on Monday week with United manager Alex Ferguson admitting they must avoid defeat.
    

            “We need to get a result now at the Etihad and there’s no reason we can’t do that,” he said. 
    

            “There’s been the expectancy from City that it could be their decider – it’s our decider too.”
    

            He had watched his team in an eight-goal thriller as Everton took the lead through former Glasgow Rangers striker Nikica Jelavic on 33 minutes. 
    

        There’s been the expectancy from City that it could be their decider – it’s our decider too.
    

            Alex Ferguson
        

            But United leveled before halftime as Wayne Rooney scored against his old club from a Nani cross.
    

            The champions looked headed for a vital three points when Danny Welbeck and Nani put them 3-1 ahead with fine goals by the hour mark.
    

            But Everton, beaten by city rivals Liverpool in the FA Cup semifinal last week, did not lie down and Marouane Fellaini’s first time shot cut the lead to 3-2.
    

            Welbeck set up Rooney for his second on 69 minutes to re-open the two-goal lead and Patrice Evra hit the post with a header as United pushed forward.
    

            But the visitors hit back with Jelavic scoring his second before South Africa’s Steven Pienaar put away Fellaini’s  cross to make it  4-4 with only five minutes left. 
    

            “We came here to win the game because we’ve felt hard done by lately, and the players didn’t half put a show on today,” said Everton manager David Moyes.
    

            In the late kick off, City took full advantage at Molineux against rock-bottom 
 with Argentina forward Sergio Aguero putting them in front  after 27 minutes.
    

            Wolves, who needed to win to stay in the Premier League, battled hard in the second half but Samir Nasri’s goal 16 minutes from time made the game safe for Roberto Mancini’s title challengers.
    

            In Sunday’s other EPL game, 
 appalling league form continued with a 1-0 home defeat to West Bromwich Albion.
    

            Peter Odemwingie’s goal gave visiting manager Roy Hodgson, sacked last season by Liverpool, a satisfying victory.
    

            In Serie A, 
 took a step nearer the title with a 4-0 victory over Roma on Sunday after AC Milan had been held to a 1-1 draw at home to Bologna.
    

            It was Juve’s sixth win in a row and gave them a three-point lead at the  top with five games left.
    

            Arturo Vidal scored twice for Juve with Andrea Pirlo and Claudio Marchisio also on target.
    

            
fell behind as Gaston Ramirez gave Bologna a first half lead and the hosts then had Daniele Bonera sent 10  minutes from time.
    

            But Zlatan Ibrahimovic rescued a point for Milan to keep them in the title race with a late equalizer.
    ",POSITIVE,2.4911296367645264
2022-12-30 06:42:00+00:00,,,,
2012-08-27 09:31:00+00:00,,"Real Madrid beaten 2-1 by Getafe in La Liga
Goals from Juan Valera and Abdelaziz Barrada sink champions
Barcelona top table after coming from behind to beat Osasuna
Contrasting fortunes for Milan clubs in Serie A start

            Real Madrid crashed to a shock 2-1 defeat to city neighbors Getafe in the second round of the Spanish La Liga season Sunday.
    

            After being held 1-1 by Valencia in their opener, Jose Mourinho’s champions are left with a solitary point after two games, trailing arch rivals Barcelona by five points.
    

            Gonzalo Higuain put Real ahead after 26 minutes and they appeared set for a routine derby victory.
    

            But Juan Valera was unmarked as he headed Getafe level after 52 minutes from a free kick.
    

      
      

      

    

      
      

      

    

      
      

      

    

            Real’s star-studded attack led by Cristiano Ronaldo pressed for the winner, but it was the home side who grabbed their second  with Abdelaziz Barrada scoring in the 74th minute after an assist by Adrian Colunga.
    

            Earlier, Lionel Messi came to Barcelona’s rescue with a late double as they beat Osasuna 2-1 to go top of the standings on goal difference from Rayo Vallecano after two games.
    

            New Barca coach Tito Vilanova had been sent off for complaining to the referee as they trailed to a 17th-minute goal  from Joseba Llorente.
    

            The former European champions had wasted a string of chances until Messi struck in the 75th and 80th minutes.
    

            Osasuna’s Francisco Punal was shown red for his protests after Messi’s first goal, claiming he was offside.
    

            Barcelona and Real Madrid will resume their rivalry Wednesday as the Catalans take a 3-2 lead to the Santiago Bernabeu after first leg of the Spanish Super Cup.
    

            In Serie A, the start of the season has seen contrasting fortunes for the Milan clubs.
    

            AC Milan, runners-up last season, lost 1-0 in the San Siro to newly promoted Sampdoria with Andrea Costa scoring the winner in the second  half.
    

            But Inter Milan showed their city rivals how it should be done with a 3-0 win at another promoted side, Pescara, to top the early standings with Napoli, who won 3-0 at Palermo.
    

            On Saturday, Juventus began their defense of the title with a 2-0 victory at home to Parma.
    ",POSITIVE,0.7388318777084351
2018-11-07 08:07:00+00:00,,"
            Six people linked to the far-right were arrested in France on Tuesday as part of an investigation into a suspected plot to attack President Emmanuel Macron, officials told CNN Tuesday. 
    

            France’s intelligence agency, the DGSI, said the six people were arrested in three separate regions: Isère, southeast of Lyon; Moselle, on the border with Germany and Luxembourg; and Ille-et-Vilaine, in the northwest near the city of Rennes.
    

            The suspects include five men and a woman between the ages of 22 and 62, a judicial source close to the probe told CNN. All have connections to the far-right, the Interior Ministry said in a statement. 
    

            “The investigation is looking into an imprecise and loosely formed plan for violent action against the President of the Republic,” said the judicial source, who declined to be named discussing an ongoing investigation. 
    

            The arrests come after Macron warned 
on Sunday of the rising threat of the far-right movement, adding that complacency in the early 1900s paved the way for Hitler’s rise in Germany and Mussolini in Italy.
    

            According to Reuters, France’s far-right euroskeptic National Rally – formerly known as the National Front – is leading the polls against Macron ahead of the European Parliament election in May. The party is led by

    

            France’s Interior Minister Christophe Castaner said Monday that the country remained “on alert” over threats posed by “extremist networks both on the right and left, which are quite active in our country,” 
 to France 24.
    

            In June, 10 members of a far-right group called 
 (Operational Forces Action) were 
 with an alleged plot to attack Muslims. 
    

            And in October 2017, anti-terrorism police arrested 10 people 
 over alleged plans to attack mosques, migrants and leftist politician Jean-Luc Melenchon. 
    

            Macron has also been targeted before. During the Bastille Day celebrations in July 2017, a 23-year-old was charged over a plot to assassinate the President.
    

            Investigators said the man planned to attack Macron on July 14, during a parade on the Champs-Élysées in Paris, where US President Donald Trump was set to be a guest of honor. 
    

            A self-described far-right nationalist, the man told police he wanted to make a political statement by killing Macron, 
.
    

            The six arrests on Tuesday come as France begins to commemorate the centenary of the World War I armistice. 
    

  CNN’s Bianca Britton and Arnaud Siad contributed to this story from London and Helen Regan contributed from Hong Kong.
",NEGATIVE,2.4730265140533447
